,Compound,Date,Negative,Neutral,Positive,Text
286,0.0,Sat Jul 07 05:46:08 +0000 2018,1.0,0.0,0.0,"This architecture practice has set its sights on building an inflatable, 30-ton disco ball in the Nevada desert for… https://t.co/2qAhl6MGXi"
287,0.0,Sat Jul 07 05:31:00 +0000 2018,1.0,0.0,0.0,Sesame Place is the first theme park to be designated as a Certified Autism Center. 80% of their staff has undergon… https://t.co/KQPjxB6Cet
288,0.128,Sat Jul 07 05:16:00 +0000 2018,0.914,0.0,0.086,Watch Angelica Gonzalez-Garcia and her 8-year-old daughter reunite at Boston's Logan Airport in a CNN exclusive rep… https://t.co/KqOSgXle2O
289,-0.5859,Sat Jul 07 05:08:00 +0000 2018,0.634,0.232,0.134,"These expert cave divers show the dangers of cave diving, and why untrained divers like the young boys trapped in a… https://t.co/hyWk0E5sTm"
290,-0.7506,Sat Jul 07 05:01:10 +0000 2018,0.652,0.348,0.0,Lions killed suspected rhino poachers who sneaked into a South African game reserve https://t.co/w49vJ0rRN5 https://t.co/51P6zfTY0s
291,-0.4404,Sat Jul 07 04:46:05 +0000 2018,0.653,0.221,0.126,A 3-year-old cancer survivor served as a flower girl in her bone marrow donor's wedding https://t.co/lCbQcTTbYR https://t.co/ZuCeIf9QUz
292,0.4939,Sat Jul 07 04:31:00 +0000 2018,0.862,0.0,0.138,"In honor of Subaru of America's 50th anniversary, we look back at the company's first model, the Subaru 360 — possi… https://t.co/F2FSb9wYlr"
293,0.5719,Sat Jul 07 04:16:04 +0000 2018,0.684,0.087,0.228,Tech billionaire Elon Musk is sending SpaceX and Boring Company engineers to Thailand to help aid the rescue of the… https://t.co/Tg0GRJKLWP
294,0.0,Sat Jul 07 04:01:02 +0000 2018,1.0,0.0,0.0,A giant 'Trump Baby' balloon is set to be flown close to the UK Parliament during President Trump's upcoming visit… https://t.co/Tg92h6TdXH
295,-0.3818,Sat Jul 07 03:58:54 +0000 2018,0.647,0.233,0.121,"Stephen Ditko, co-creator of Marvel Comics superheroes Spider-Man and Doctor Strange, has died at 90 years old. https://t.co/6MB7nvemUl"
296,0.7003,Sat Jul 07 03:46:01 +0000 2018,0.633,0.087,0.28,There may be a glimmer of hope in the fight to protect people from HIV-1.  A new vaccine appears to be safe and ind… https://t.co/k2J0O35Xhn
297,0.3736,Sat Jul 07 03:45:19 +0000 2018,0.749,0.095,0.156,Which was your favorite piece of 2000's tech? Your flip phone? MP3 player? PDA? Fire up your blackberry and explore… https://t.co/dxpvswrbAa
298,-0.0772,Sat Jul 07 03:31:07 +0000 2018,0.843,0.084,0.072,The top flutist at the Boston Symphony Orchestra is suing the group because she says she makes only 75% of what a m… https://t.co/9AqyaHFAFV
299,-0.7717,Sat Jul 07 03:16:05 +0000 2018,0.511,0.489,0.0,How a trade war could turn into a recession https://t.co/03d7yPOMEX https://t.co/6xyAR2xBZJ
300,-0.296,Sun Jul 08 08:00:00 +0000 2018,0.833,0.167,0.0,".@benshapiro: ""Strzok is a political actor, there's no question about this."" @WattersWorld https://t.co/llMsWyyDmS"
301,-0.4215,Sun Jul 08 07:53:00 +0000 2018,0.833,0.167,0.0,Protesters march on the Dan Ryan Expressway in Chicago. The protesters shut down the expressway in an attempt to in… https://t.co/IgDx64Srwz
302,0.4019,Sun Jul 08 07:45:00 +0000 2018,0.812,0.0,0.188,".@SecPompeo: ""Should the DPRK follow through on its commitments, we look forward to eventually helping North Korea… https://t.co/P5tAel3HmZ"
303,0.0,Sun Jul 08 07:38:00 +0000 2018,1.0,0.0,0.0,WATCH: This 6-Year-Old Can Name Every Country in Alphabetical Order https://t.co/PCYuCqD4fG
304,0.0,Sun Jul 08 07:30:01 +0000 2018,0.787,0.106,0.106,"Former CIA Operative Mike Baker: ""We've lost the ability to have a civil discourse really about just about anything… https://t.co/fQKwjResBF"
305,0.2023,Sun Jul 08 07:23:00 +0000 2018,0.921,0.0,0.079,"""The odds are zero that she is playing community organizer just to be a kingmaker. When it comes to money and power… https://t.co/tp5qdgDuS6"
306,0.4576,Sun Jul 08 07:15:00 +0000 2018,0.87,0.0,0.13,".@DevinNunes on calls for public testimonies in Russia probe: ""These 42 people really help us get to the bottom of… https://t.co/RgQXpaVtnX"
307,0.0,Sun Jul 08 07:07:00 +0000 2018,1.0,0.0,0.0,"After Steven and Michelle Burt’s 3-year-old French bulldog Darcy wasn’t receiving enough oxygen on a flight, the cr… https://t.co/q1SQVXy285"
308,-0.5423,Sun Jul 08 07:00:00 +0000 2018,0.857,0.143,0.0,"Pat Buchanan: ""There is a real sense of incivility and hostility in our politics and it's not going to work to the… https://t.co/G4s0Q2Qtcz"
309,0.4019,Sun Jul 08 06:55:00 +0000 2018,0.803,0.0,0.197,Poll: Millennial support for Democratic Congressional candidates has dropped since 2016. https://t.co/Sk0ofPjpKw
310,-0.3612,Sun Jul 08 06:49:00 +0000 2018,0.591,0.257,0.152,.@lizpeek: Democrats are furious about Trump and the Supreme Court – They have only Obama to blame https://t.co/lvIw0GviCe
311,-0.7579,Sun Jul 08 06:43:00 +0000 2018,0.552,0.448,0.0,'World Cup' trophy presented to 5-year-old boy battling cancer https://t.co/UGD1R8LhRX
312,-0.3612,Sun Jul 08 06:38:00 +0000 2018,0.651,0.222,0.126,"After floodwaters trapped one commuter in Georgia,  Atlanta Fire and Rescue assisted the man out of his vehicle and… https://t.co/E5A8nkF1Y3"
313,0.0,Sun Jul 08 06:30:00 +0000 2018,1.0,0.0,0.0,"On @foxandfriends, @RealCandaceO said that the fear-mongering on the left is leading to an exodus.… https://t.co/WzBKYXZaoM"
314,0.3818,Sun Jul 08 06:23:00 +0000 2018,0.833,0.0,0.167,".@SecPompeo: ""Let me make clear— North Korea reaffirmed its commitment to complete denuclearization."" https://t.co/a7r3modg9v"
315,0.128,Sun Jul 08 06:14:01 +0000 2018,0.8,0.0,0.2,NATO defense spending in U.S. dollars. https://t.co/sGPR3PbGwe
316,0.5574,Sun Jul 08 06:07:00 +0000 2018,0.847,0.0,0.153,".@mschlapp: ""Fifty percent of the picks to the Supreme Court by Republican presidents have been off the mark. We ca… https://t.co/7zmQHHgztA"
317,0.128,Sun Jul 08 06:00:00 +0000 2018,0.842,0.0,0.158,2017 NATO defense spending - as percentage of GDP. https://t.co/mMh5GxOZqY
318,-0.25,Sun Jul 08 05:53:00 +0000 2018,0.833,0.167,0.0,.@SecPompeo shrugs off North Korea's accusation of US 'gangster-like' demands https://t.co/jGuVdP6lQw
319,0.0,Sun Jul 08 05:45:00 +0000 2018,1.0,0.0,0.0,"When a Washington police officer saw an American flag dangling from the side of a home, he went out of his way to r… https://t.co/UaUYkQeL96"
320,0.0,Sun Jul 08 05:37:00 +0000 2018,1.0,0.0,0.0,"During a trilateral press conference with the foreign ministers of Japan and South Korea, @SecPompeo stated that No… https://t.co/6P3015Woq0"
321,0.0,Sun Jul 08 05:29:00 +0000 2018,1.0,0.0,0.0,".@VP: ""Under President Donald Trump, we will never abolish ICE."" https://t.co/kHEfS3x1Wk https://t.co/cg1vuPLAbI"
322,-0.8107,Sun Jul 08 05:23:00 +0000 2018,0.667,0.289,0.043,"""We want you to know that no parents are angry with you at all, so don’t you worry about that."" - Mother of trapped… https://t.co/XH6KAYDvDM"
323,0.0,Sun Jul 08 05:15:00 +0000 2018,1.0,0.0,0.0,".@SecPompeo: ""As we build on the momentum of President @realDonaldTrump and Chairman Kim Jong Un's historic summit,… https://t.co/es70zJBYJO"
324,-0.743,Sun Jul 08 05:08:00 +0000 2018,0.656,0.344,0.0,Chicago ringleader of Facebook Live beating of disabled teen gets 8 years in prison https://t.co/vdh788raLc
325,0.5106,Sun Jul 08 05:02:16 +0000 2018,0.87,0.0,0.13,A live look at the entrance of the Tham Luang Nang Non cave as rescue efforts continue for the 12 youth soccer play… https://t.co/qsDmu40VZJ
326,0.0,Sun Jul 08 05:00:00 +0000 2018,1.0,0.0,0.0,".@mschlapp: ""We have Democrats running for reelection in the Senate in red states. And if they vote against… https://t.co/vOJxRiDSFo"
327,0.5719,Sun Jul 08 04:53:00 +0000 2018,0.748,0.0,0.252,Texas teen with autism receives perfect score on standardized math test https://t.co/p4psTGRkMy
328,0.0,Sun Jul 08 04:45:00 +0000 2018,1.0,0.0,0.0,".@charliekirk11: ""The left wants to make this all about Roe v. Wade."" #Cavuto https://t.co/3i6cs5oO5z"
329,0.3612,Sun Jul 08 04:38:00 +0000 2018,0.872,0.0,0.128,".@RealDrGina:  ""I feel like if we could sit down, Republicans and Democrats, and have a conversation, I don't think… https://t.co/WhjtHsvfQ7"
330,0.5106,Sun Jul 08 04:30:00 +0000 2018,0.798,0.0,0.202,"JUST IN: Cave rescue effort underway in Thailand; may take days, officials say https://t.co/JlAOGO3FgA"
331,-0.6808,Sun Jul 08 04:23:00 +0000 2018,0.787,0.213,0.0,".@GovMikeHuckabee: ""What we're seeing is a form of terrorism on the left that is unprecedented in American history."" https://t.co/inJ2xCpRh6"
332,0.0,Sun Jul 08 04:15:48 +0000 2018,1.0,0.0,0.0,PHOTO OF THE DAY: A sun halo forms in the sky around the sun near the Angel of Independence monument in Mexico City… https://t.co/2plrQb81SJ
333,0.802,Sun Jul 08 04:08:00 +0000 2018,0.661,0.0,0.339,".@TeamCavuto: ""Generally, the party in power benefits when the economy is looking good. It's looking very, very goo… https://t.co/1TfjQgsyko"
334,0.0,Sun Jul 08 04:01:00 +0000 2018,1.0,0.0,0.0,A boy holds an American flag after being reunited with his father during a homecoming ceremony at the Kentucky Air… https://t.co/DYEyU42wkM
335,0.5106,Sun Jul 08 03:45:10 +0000 2018,0.752,0.0,0.248,Thai rescue vehicle carrying 10 drives off cliff; injuries reported https://t.co/Q4umOYCb0W
336,0.0,Sun Jul 08 03:33:19 +0000 2018,1.0,0.0,0.0,Trump administration takes another swipe at 'ObamaCare' https://t.co/bxVssZGGr5
337,0.0,Sun Jul 08 03:25:00 +0000 2018,1.0,0.0,0.0,".@AndyPuzder: ""We've got labor participation going up."" https://t.co/7sAJIUvXRj"
338,-0.1779,Sun Jul 08 03:22:04 +0000 2018,0.621,0.211,0.168,Elon Musk offers help for soccer team trapped in Thailand cave https://t.co/wGjQzlNfTR
339,0.4019,Sun Jul 08 03:10:54 +0000 2018,0.812,0.0,0.188,".@SecPompeo: ""Should the DPRK follow through on its commitments, we look forward to eventually helping North Korea… https://t.co/30oTWpLznt"
340,0.6597,Sun Jul 08 03:05:47 +0000 2018,0.649,0.0,0.351,".@SecPompeo: ""President @realDonaldTrump and I believe that peace is worth the effort."" https://t.co/7Yt1EP935n"
341,0.3818,Sun Jul 08 03:01:58 +0000 2018,0.833,0.0,0.167,".@SecPompeo: ""Let me make clear— North Korea reaffirmed its commitment to complete denuclearization."" https://t.co/4vmiGLGPpI"
342,0.6249,Sun Jul 08 03:00:28 +0000 2018,0.814,0.0,0.186,".@SecPompeo: ""In the meantime, sanctions remain in place and we will continue to enforce them with great vigor."" https://t.co/E4WGdNqlsO"
343,0.0,Sun Jul 08 02:57:41 +0000 2018,1.0,0.0,0.0,".@SecPompeo: ""As we build on the momentum of President @realDonaldTrump and Chairman Kim Jong Un's historic summit,… https://t.co/5soOjtTimF"
344,0.0,Sun Jul 08 02:48:41 +0000 2018,1.0,0.0,0.0,Secretary of State Mike Pompeo participates in a trilateral press conference in Japan.  https://t.co/emy1JQQsTg
345,-0.296,Sun Jul 08 02:37:46 +0000 2018,0.885,0.115,0.0,OPINION: What the latest jobs numbers tell us -- The Trump tax cuts are working for America https://t.co/yrnbYs1Twk
346,0.0,Sun Jul 08 02:37:00 +0000 2018,1.0,0.0,0.0,One Alaskan couple had an unintended wedding crasher when a moose wandered behind them and photobombed their pictur… https://t.co/0nWLrD72dg
347,0.5106,Sun Jul 08 02:30:18 +0000 2018,0.769,0.0,0.231,Officials appear close to launching cave rescue mission in Thailand https://t.co/Wtdj9UsKEP https://t.co/gvWuHoZ6dW
348,0.0191,Sun Jul 08 02:24:00 +0000 2018,0.858,0.069,0.073,SUNDAY: Don't miss @ilyseh's exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fox Ne… https://t.co/UEGM5duwzg
349,-0.3612,Sun Jul 08 02:19:28 +0000 2018,0.894,0.106,0.0,Revellers run next to Puerto de San Lorenzo's fighting bulls during the running of the bulls at the San Fermin Fest… https://t.co/gD5V8BXtz4
350,0.0,Sun Jul 08 02:15:00 +0000 2018,0.787,0.106,0.106,"Former CIA Operative Mike Baker: ""We've lost the ability to have a civil discourse really about just about anything… https://t.co/wJQ8tfP27u"
351,0.0,Sun Jul 08 02:10:00 +0000 2018,1.0,0.0,0.0,"After Steven and Michelle Burt’s 3-year-old French bulldog Darcy wasn’t receiving enough oxygen on a flight, the cr… https://t.co/LvnC7BKWtP"
352,-0.7351,Sun Jul 08 02:03:29 +0000 2018,0.644,0.356,0.0,"Haiti protests leave US church youth groups stranded in Caribbean nation as violence, roadblocks continue https://t.co/7fh8BzIOC4"
353,0.0191,Sun Jul 08 02:03:00 +0000 2018,0.833,0.081,0.086,SUNDAY: Don't miss @LindseyGrahamSC's exclusive interview on @FoxNewsSunday. Check your local listings and tune in… https://t.co/pyAnreVTEZ
354,-0.5574,Sun Jul 08 01:51:45 +0000 2018,0.795,0.205,0.0,Tennessee woman fired after calling cops on black man wearing socks in neighborhood pool https://t.co/4pNCJ7j1Oe
355,0.5574,Sun Jul 08 01:50:40 +0000 2018,0.854,0.0,0.146,"RT @FoxNewsResearch: #OTD in 1981, President Ronald Reagan appointed an Arizona judge, Sandra Day O’Connor, to the Supreme Court. She was c…"
356,-0.2263,Sun Jul 08 01:45:33 +0000 2018,0.899,0.101,0.0,"RT @FoxNewsResearch: Southwest Border Apprehensions: 
—Fiscal Year 2018—
•Oct: 25,483 
•Nov: 29,087
•Dec: 28,998
•Jan: 25,978
•Feb: 26,665…"
357,0.0,Sun Jul 08 01:38:52 +0000 2018,1.0,0.0,0.0,"When a Washington police officer saw an American flag dangling from the side of a home, he went out of his way to r… https://t.co/2UXXUFOUY9"
358,0.0,Sun Jul 08 01:31:30 +0000 2018,1.0,0.0,0.0,".@mschlapp: ""We have Democrats running for reelection in the Senate in red states. And if they vote against… https://t.co/fhjAGumHrb"
359,0.5574,Sun Jul 08 01:28:17 +0000 2018,0.847,0.0,0.153,".@mschlapp: ""Fifty percent of the picks to the Supreme Court by Republican presidents have been off the mark. We ca… https://t.co/EdeaHhI8DF"
360,0.8591,Sun Jul 08 01:24:26 +0000 2018,0.655,0.0,0.345,".@mschlapp on picking a new Supreme Court justice: ""I like the idea of picking somebody who has over a decade of op… https://t.co/Zs5ciiDsR0"
361,0.4576,Sun Jul 08 01:14:01 +0000 2018,0.87,0.0,0.13,".@DevinNunes on calls for public testimonies in Russia probe: ""These 42 people really help us get to the bottom of… https://t.co/xnIPkB8Apv"
362,-0.6705,Sun Jul 08 01:06:23 +0000 2018,0.609,0.391,0.0,Couple killed in New Jersey house explosion https://t.co/6ZOtcxM5ne
363,0.0,Sun Jul 08 01:04:29 +0000 2018,1.0,0.0,0.0,FAA declines regulation of minimum airplane seat size https://t.co/lJOrYUVEmu
364,-0.296,Sun Jul 08 00:54:30 +0000 2018,0.833,0.167,0.0,".@benshapiro: ""Strzok is a political actor, there's no question about this."" @WattersWorld https://t.co/Ap0oxKAkYX"
365,-0.5267,Sun Jul 08 00:54:02 +0000 2018,0.726,0.274,0.0,Sonic diners intervene as staffer is assaulted by boyfriend https://t.co/QMWwmQmaQa
366,0.0,Sun Jul 08 00:44:52 +0000 2018,1.0,0.0,0.0,Tennessee woman bitten by brown recluse spider allegedly finds dozens more in apartment https://t.co/lOv4PyHfee
367,0.3612,Sun Jul 08 00:44:36 +0000 2018,0.872,0.0,0.128,".@RealDrGina:  ""I feel like if we could sit down, Republicans and Democrats, and have a conversation, I don't think… https://t.co/VDZtj1yzoD"
368,0.0,Sun Jul 08 00:37:09 +0000 2018,1.0,0.0,0.0,WATCH: This 6-Year-Old Can Name Every Country in Alphabetical Order https://t.co/PNQLlsKOZx
369,-0.4767,Sun Jul 08 00:27:33 +0000 2018,0.744,0.256,0.0,".@BurgerKing customer overdoses in drive-thru, gets revived, then arrested https://t.co/vJS2pOhyIN"
370,0.5574,Sun Jul 08 00:23:53 +0000 2018,0.753,0.0,0.247,Orrin Hatch may have given a clue about Trump's Supreme Court pick https://t.co/kdmCvDuErd
371,0.6597,Sun Jul 08 00:08:07 +0000 2018,0.707,0.0,0.293,Organization lends helping hand to Gold Star families in their time of need #ProudAmerican https://t.co/JYoidB4lxq
372,0.1139,Sun Jul 08 00:08:00 +0000 2018,0.922,0.0,0.078,SUNDAY: Don't miss U.S. Ambassador to NATO @kaybaileyhutch on @FoxNewsSunday. Check your local listings and tune in… https://t.co/CtNv3HdEMp
373,0.5719,Sun Jul 08 00:05:35 +0000 2018,0.748,0.0,0.252,Texas teen with autism receives perfect score on standardized math test https://t.co/vlfMHq2E9J
374,0.5267,Sat Jul 07 23:57:00 +0000 2018,0.841,0.0,0.159,".@DrPhil – His journey, his stories and his intangible wisdom – He joins @HarveyLevinTMZ on an ALL-NEW episode of '… https://t.co/CatLtMkDRA"
375,-0.0516,Sat Jul 07 23:50:57 +0000 2018,0.705,0.154,0.141,A 'Constitutional Violation': Pastor Under Fire From Nonprofit for High School Football Devotional https://t.co/y4uyLIrZoa
376,0.0,Sat Jul 07 23:48:12 +0000 2018,1.0,0.0,0.0,The Trump administration is seeking more time to reunite families who were separated at the border. @BryanLlenas ha… https://t.co/vaadPc80Mj
377,-0.2732,Sat Jul 07 23:46:23 +0000 2018,0.778,0.132,0.089,Family members pray in Thailand near the cave where 12 young soccer players and their coach have been trapped for t… https://t.co/r02LWidCWS
378,0.4404,Sat Jul 07 23:39:54 +0000 2018,0.719,0.084,0.198,"Thai soccer rescue efforts might need to happen sooner than expected, experts warn https://t.co/VrDdmFMnMB"
379,-0.3182,Sat Jul 07 23:34:46 +0000 2018,0.874,0.126,0.0,".@GillianHTurner: ""Ohio Congressman Jim Jordan is hitting back against accusations from six people that he ignored… https://t.co/4vg2NTWRs8"
380,0.0,Sat Jul 07 23:27:52 +0000 2018,1.0,0.0,0.0,Trump lawyers assailed Comey as 'Machiavellian' in 2017 memo to Mueller https://t.co/o3LXFdU9lg
381,-0.5267,Sat Jul 07 23:24:54 +0000 2018,0.841,0.159,0.0,"TONIGHT on @WattersWorld, @JesseBWatters talks to the teen who says he was assaulted at a Whataburger for wearing a… https://t.co/XkdQOT4ewI"
382,-0.4019,Sat Jul 07 23:14:34 +0000 2018,0.803,0.197,0.0,Car crashes into Pennsylvania home at 80 mph in shocking video https://t.co/M50Ls42xM9
383,0.5574,Sat Jul 07 23:07:01 +0000 2018,0.806,0.0,0.194,President @realDonaldTrump is readying his Supreme Court nominee announcement as North Korea signals a possible set… https://t.co/QveQIfQVht
384,0.0772,Sat Jul 07 23:00:54 +0000 2018,0.534,0.221,0.244,RT @FoxBusiness: Why higher unemployment signals a strengthening economy. https://t.co/OsSBgpY1q8
385,0.0,Sat Jul 07 22:52:43 +0000 2018,1.0,0.0,0.0,World Cup final four teams set with elimination of host team Russia https://t.co/KyakwtKBwq
386,-0.25,Sat Jul 07 22:41:23 +0000 2018,0.766,0.137,0.097,".@Jeff_Journalist on Thai soccer team trapped in cave: ""The way we're thinking this could play out is through the d… https://t.co/DFqeqVXbE6"
387,0.7003,Sat Jul 07 22:35:52 +0000 2018,0.734,0.0,0.266,".@SecPompeo meets with Kim Yong Chol, a North Korean senior ruling party official and former intelligence chief, fo… https://t.co/a9bGzLXIYO"
388,0.802,Sat Jul 07 22:30:52 +0000 2018,0.661,0.0,0.339,".@TeamCavuto: ""Generally, the party in power benefits when the economy is looking good. It's looking very, very goo… https://t.co/kIXYEmWgUT"
389,0.7906,Sat Jul 07 22:19:28 +0000 2018,0.65,0.0,0.35,President @realDonaldTrump is slated to announce his Supreme Court justice nominee on Monday night;… https://t.co/6uHziL2v5E
390,-0.3867,Sat Jul 07 22:13:54 +0000 2018,0.79,0.143,0.067,"SUNDAY: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/8YFq3DayTt"
391,-0.4767,Sat Jul 07 22:08:17 +0000 2018,0.819,0.181,0.0,"UK police officer seeks medical treatment in connection with nerve agent attack, hospital says https://t.co/ybO5K3ZROL"
392,-0.5423,Sat Jul 07 22:06:42 +0000 2018,0.837,0.163,0.0,".@GrecianFormula: What now? Pompeo exits North Korea emptyhanded, leaving US with three options -- all of them bad https://t.co/VFMFwolXEL"
393,-0.5106,Sat Jul 07 22:02:32 +0000 2018,0.829,0.171,0.0,OPINION: US negotiators with North Korea must heed the lessons of Obama's failed deal with Iran https://t.co/ucEvAoZeT4
394,0.0,Sat Jul 07 21:59:07 +0000 2018,1.0,0.0,0.0,U.S. products facing China tariffs. https://t.co/05V4LLMOmB https://t.co/8yyBWjRzT9
395,0.0,Sat Jul 07 21:58:29 +0000 2018,1.0,0.0,0.0,"Gary Kaltbaum: ""Businesses cannot plan on the future because they don't know what's next."" https://t.co/05V4LLMOmB https://t.co/NoLt7XLX05"
396,-0.2263,Sat Jul 07 21:56:26 +0000 2018,0.894,0.106,0.0,"Protesters around the country participated in the ""March for our Rights"" rallies on Saturday; @aacuna1 reports. https://t.co/H5kYZEHaOC"
397,0.0516,Sat Jul 07 21:55:01 +0000 2018,0.641,0.154,0.205,".@MattForMontana: ""The truth is @jontester shut down the government to try and grant amnesty to illegal immigrants,… https://t.co/FE7CaJGIMj"
398,-0.4767,Sat Jul 07 21:53:16 +0000 2018,0.819,0.181,0.0,"UK police officer seeks medical treatment in connection with nerve agent attack, hospital says https://t.co/Y3yCcKbHIJ"
399,0.0,Sat Jul 07 21:43:00 +0000 2018,1.0,0.0,0.0,"On @foxandfriends, @RealCandaceO said that the fear-mongering on the left is leading to an exodus.… https://t.co/vEOdz0tWtQ"
400,-0.8074,Sun Jul 08 07:47:00 +0000 2018,0.711,0.289,0.0,"In China, the Opium War came to be seen as the beginning of a century of humiliations at Western hands https://t.co/6GQvrtZYYS"
401,0.4019,Sun Jul 08 07:29:23 +0000 2018,0.87,0.0,0.13,"""I took them to a party and got rave reviews and some guests took a few home with them"" — a reader https://t.co/VwqjuVAfRj"
402,0.3612,Sun Jul 08 07:12:01 +0000 2018,0.762,0.0,0.238,Because comfort food isn't just for cold weather https://t.co/ZK6fHpAcHE
403,0.0,Sun Jul 08 06:54:30 +0000 2018,1.0,0.0,0.0,"Long ago, Nick Offerman and Megan Mullally made a rule that they would never be apart for more than 2 weeks https://t.co/Ne5uTIalKq"
404,-0.2732,Sun Jul 08 06:37:17 +0000 2018,0.9,0.1,0.0,"You asked, @nytimeswell answered: If one family member has mono, is the whole family at risk of catching it? https://t.co/KrSotnNZbA"
405,0.8074,Sun Jul 08 06:19:51 +0000 2018,0.644,0.0,0.356,"There’s Compliment Your Mirror Day. And National Meteor Watch Day. And Cell Phone Courtesy Month. Yes, really. https://t.co/dnw1mEIN0A"
406,-0.6705,Sun Jul 08 06:02:29 +0000 2018,0.769,0.231,0.0,This dog's nose knows if any of the bees have been killed by harmful bacteria https://t.co/b2jLxkI1T6
407,0.0,Sun Jul 08 05:45:08 +0000 2018,1.0,0.0,0.0,"The time for fruit salad fragrances, one might say, is ripe https://t.co/gPt8AGWNTQ"
408,0.2144,Sun Jul 08 05:27:12 +0000 2018,0.875,0.0,0.125,"Coffee may help you live longer, but it’s not because of the caffeine https://t.co/SQDvpPWKnc"
409,0.0,Sun Jul 08 05:08:52 +0000 2018,1.0,0.0,0.0,Where can a book-buying baby boomer turn when the grandkids already own all the classics? https://t.co/b2iahWddIT
410,0.1779,Sun Jul 08 04:51:05 +0000 2018,0.797,0.088,0.116,"""Propane has no flavor, and charcoal isn’t much better. The aroma and flavor of wood are in a league of their own."" https://t.co/bmFAV1sqQP"
411,0.3804,Sun Jul 08 04:32:45 +0000 2018,0.834,0.0,0.166,"When summer weather turns sultry, museums can be very cool places to be https://t.co/l337JcOVC7"
412,-0.5574,Sun Jul 08 04:15:53 +0000 2018,0.833,0.167,0.0,"“Since my mom died, the only place I've really found her is in the garden she helped create” https://t.co/6yMuEp9Ozk"
413,-0.1027,Sun Jul 08 03:56:53 +0000 2018,0.92,0.08,0.0,"There’s only one catch. You have to fill out an application, get interviewed and pay a fee. https://t.co/LwHNa76jRY"
414,0.4767,Sun Jul 08 03:52:23 +0000 2018,0.586,0.142,0.272,"A rescue in Thailand is underway to save 12 trapped boys and their soccer coach, officials said
https://t.co/oswfwf0xBN"
415,0.4902,Sun Jul 08 03:39:13 +0000 2018,0.857,0.0,0.143,"""I resolutely believe,"" Nigella Lawson writes, ""that potatoes are so much better dressed in oil and vinegar (but it… https://t.co/mnibD6arUO"
416,0.0,Sun Jul 08 03:23:00 +0000 2018,1.0,0.0,0.0,Proof of Children’s Vaccinations? Italy Will Now Take Parents’ Word for It https://t.co/Gr5ZUtRrgl
417,-0.8402,Sun Jul 08 03:15:23 +0000 2018,0.667,0.333,0.0,"Bullying, divorce, school shootings, racism and gender identity are just some of the issues teenagers grapple with… https://t.co/G6pAZFMZjm"
418,0.0,Sun Jul 08 02:57:22 +0000 2018,1.0,0.0,0.0,"For @NellieBowles, who writes about tech culture for The New York Times, the most crucial tech tool for doing work… https://t.co/YFli5g1DEb"
419,0.0,Sun Jul 08 02:39:19 +0000 2018,1.0,0.0,0.0,Several large hotel chains are now trying to compete with Airbnb https://t.co/se8KT0F51x
420,0.0,Sun Jul 08 02:20:49 +0000 2018,1.0,0.0,0.0,Facebook Removes a Gospel Group’s Music Video https://t.co/Z5tjF2W3dk
421,0.0,Sun Jul 08 02:04:52 +0000 2018,1.0,0.0,0.0,Millennial pink's reign may be nearing an end. Is a new age upon us? https://t.co/DHIhFjlLh6
422,0.6249,Sun Jul 08 01:45:53 +0000 2018,0.843,0.0,0.157,"Tommy Nutter was one of the great characters of fashion if not, perhaps, one of the greats. The Beatles wore him on… https://t.co/iec4JVpdFv"
423,0.6597,Sun Jul 08 01:26:49 +0000 2018,0.649,0.0,0.351,9 toys that will help keep kids engaged during long summer days https://t.co/IQBL7bQcZz
424,0.0,Sun Jul 08 01:09:06 +0000 2018,1.0,0.0,0.0,Make these classic cookout dishes indoors then dine near an open window https://t.co/hPRI09rgEY
425,0.0,Sun Jul 08 00:51:27 +0000 2018,1.0,0.0,0.0,It's high blueberry season in South Jersey. Here's where to go for small farms and heirloom berries. https://t.co/AyaGxjxuD1
426,0.5574,Sun Jul 08 00:35:19 +0000 2018,0.735,0.0,0.265,McConnell Tries to Nudge Trump Toward Two Supreme Court Options https://t.co/lpOEistrK1
427,0.4019,Sun Jul 08 00:24:43 +0000 2018,0.856,0.0,0.144,Family businesses are turning to so-called chief learning officers to help them learn to work together https://t.co/TuFwP0Lp1k
428,-0.7351,Sun Jul 08 00:05:59 +0000 2018,0.617,0.383,0.0,More Remains Found Near Home Used by Suspected Canadian Serial Killer https://t.co/eBh5hLysWx
429,-0.2144,Sat Jul 07 23:53:47 +0000 2018,0.89,0.11,0.0,"The World Health Organization has made ""internet gaming"" a diagnosable disorder, but many psychologists are skeptic… https://t.co/WBKp8fTAkJ"
430,0.6875,Sat Jul 07 23:37:43 +0000 2018,0.779,0.0,0.221,"“Ant-Man and the Wasp” is based on science. OK, not all of it, but Marvel enlisted a quantum physicist for input. H… https://t.co/DFFmIsmXsF"
431,0.4588,Sat Jul 07 23:20:13 +0000 2018,0.769,0.0,0.231,Russia Was My Obscure Interest. Now Everyone Is Paying Attention. https://t.co/8tm1i88NQV
432,0.0,Sat Jul 07 23:15:35 +0000 2018,1.0,0.0,0.0,City Kitchen: A Soup for All Seasons (Even Summer) https://t.co/3eQDcjs884
